customer_id,company_name,segment,region,country,join_date,contract_type,payment_method,paperless_billing,tenure_months,monthly_charges,total_charges,support_tickets,satisfaction_score,churn
CUST-0202,Yuki Technologies,Mid-Market,LATAM,Brazil,2023-09-28,Two-Year,Bank Wire,0,36,1210.13,44819.17,1,5,0
CUST-0203,Feng Health,Mid-Market,APAC,Japan,2023-09-14,Month-to-Month,Automated ACH,1,36,930.96,35153.76,2,4,0
CUST-0204,Siddharth Dynamics,Startup,EMEA,Germany,2026-04-06,Month-to-Month,Automated ACH,1,5,162.35,830.51,2,4,1
CUST-0205,Vivienne Health,SMB,EMEA,United Kingdom,2025-01-30,Month-to-Month,Credit Card,1,19,474.63,9118.03,4,4,0
CUST-0206,Vivienne Media,Enterprise,APAC,Australia,2023-10-12,Month-to-Month,Automated ACH,1,35,2490.84,90978.9,1,4,0
CUST-0207,Alexander Health,SMB,North America,Canada,2025-08-13,Month-to-Month,Credit Card,1,13,550.3,7263.84,4,4,1
CUST-0208,Xavier Ventures,Mid-Market,North America,United States,2024-01-26,Month-to-Month,Credit Card,0,32,1175.47,38380.72,2,4,0
CUST-0209,Julian Enterprises,Mid-Market,EMEA,France,2025-09-15,Month-to-Month,Bank Wire,1,12,1430.64,17592.98,2,4,0
CUST-0210,Umar Capital,SMB,North America,Canada,2025-01-30,One-Year,Bank Wire,1,19,451.19,8790.99,0,3,0
CUST-0211,Carlos Dynamics,Enterprise,North America,Canada,2024-03-13,Month-to-Month,Automated ACH,0,30,1848.55,53804.77,3,3,1
CUST-0212,Siddharth Logistics,Enterprise,North America,Canada,2024-04-24,One-Year,Credit Card,0,29,2334.13,67320.74,3,2,0
CUST-0213,Beatrice Solutions,Mid-Market,North America,Canada,2023-10-02,One-Year,Credit Card,1,36,990.73,33960.61,1,5,0
CUST-0214,Ingrid Technologies,Enterprise,APAC,Japan,2023-09-22,One-Year,Credit Card,1,36,2947.1,110278.08,4,5,0
CUST-0215,Patrick Technologies,SMB,North America,United States,2025-07-30,One-Year,Credit Card,0,13,225.34,2892.64,1,5,0
CUST-0216,Mei Solutions,Mid-Market,APAC,South Korea,2025-01-04,Two-Year,Automated ACH,1,20,1075.89,22293.06,6,4,0
CUST-0217,Dmitri Logistics,Mid-Market,LATAM,Mexico,2025-09-29,Two-Year,Automated ACH,1,11,1473.15,16980.03,1,5,0
CUST-0218,Olga Dynamics,SMB,North America,Canada,2025-06-17,Month-to-Month,Bank Wire,1,15,512.49,7975.79,2,5,0
CUST-0219,Zara Enterprises,SMB,North America,Canada,2025-03-26,Month-to-Month,Bank Wire,1,18,434.44,7778.04,1,5,1
CUST-0220,William Technologies,Mid-Market,North America,United States,2025-01-18,One-Year,Automated ACH,1,20,1450.91,27973.94,2,3,0
CUST-0221,Julian Ventures,SMB,APAC,Australia,2024-08-04,One-Year,Bank Wire,1,25,441.89,10653.15,1,4,0
CUST-0222,William Dynamics,Mid-Market,North America,Canada,2025-09-05,Two-Year,Automated ACH,0,12,917.28,11146.05,2,3,1
CUST-0223,Nathan Dynamics,Startup,EMEA,France,2024-12-05,Month-to-Month,Credit Card,1,21,254.57,5296.93,3,3,1
CUST-0224,Julian Media,Mid-Market,North America,Canada,2024-11-19,Month-to-Month,Credit Card,1,22,1202.16,27544.41,0,2,0
CUST-0225,Siddharth Media,Mid-Market,LATAM,Chile,2025-06-12,Month-to-Month,Bank Wire,1,15,1257.26,19655.17,2,3,0
CUST-0226,Liam Enterprises,Enterprise,EMEA,Germany,2026-03-09,One-Year,Credit Card,0,6,2661.24,15469.52,1,4,0
CUST-0227,Zara Systems,Mid-Market,EMEA,Germany,2025-06-14,Month-to-Month,Automated ACH,1,15,1041.48,15137.95,2,4,1
CUST-0228,Yuki Enterprises,Startup,APAC,South Korea,2025-12-29,One-Year,Bank Wire,0,8,247.39,1989.43,3,4,1
CUST-0229,Zara Health,Mid-Market,North America,Canada,2023-09-22,One-Year,Credit Card,1,36,1063.79,40139.72,0,5,0
CUST-0230,Patrick Capital,Mid-Market,LATAM,Mexico,2025-08-22,One-Year,Bank Wire,1,13,941.76,11950.0,3,3,0
CUST-0231,Tara Systems,Enterprise,EMEA,France,2024-05-20,Month-to-Month,Credit Card,1,28,2175.83,61231.77,3,3,1
CUST-0232,William Capital,Startup,North America,Canada,2025-05-05,One-Year,Credit Card,1,16,301.68,4755.53,2,5,0
CUST-0233,Evelyn Dynamics,Mid-Market,EMEA,United Kingdom,2025-08-21,Two-Year,Credit Card,1,13,1011.43,13033.4,2,5,0
CUST-0234,Vivienne Ventures,Enterprise,North America,United States,2025-08-07,Month-to-Month,Bank Wire,1,13,2607.86,35373.21,3,3,0
CUST-0235,Patrick Solutions,Enterprise,North America,Canada,2025-06-08,One-Year,Credit Card,1,15,2120.99,31821.9,1,3,0
CUST-0236,Xavier Media,Enterprise,APAC,Singapore,2024-12-23,One-Year,Bank Wire,1,21,2759.24,56509.45,4,4,1
CUST-0237,Liam Health,Mid-Market,APAC,Japan,2023-09-21,Month-to-Month,Bank Wire,1,36,1335.1,47102.21,2,5,0
CUST-0238,Carlos Technologies,Mid-Market,North America,Canada,2024-07-14,Month-to-Month,Bank Wire,1,26,1041.51,27078.88,3,4,1
CUST-0239,Nathan Capital,Startup,EMEA,United Kingdom,2023-10-02,Month-to-Month,Automated ACH,1,36,227.57,8247.23,2,5,1
CUST-0240,Ingrid Technologies,Startup,LATAM,Chile,2025-07-07,One-Year,Bank Wire,0,14,231.52,3181.15,4,4,0
CUST-0241,Gabriella Systems,Startup,North America,Canada,2023-09-24,Month-to-Month,Bank Wire,0,36,266.76,9496.91,2,3,1
CUST-0242,Siddharth Capital,SMB,North America,United States,2025-05-03,One-Year,Credit Card,0,16,492.47,7527.85,3,3,1
CUST-0243,Nathan Ventures,SMB,APAC,Australia,2025-08-04,Two-Year,Bank Wire,1,13,491.63,6090.56,4,4,0
CUST-0244,Ingrid Solutions,SMB,EMEA,France,2024-02-18,Month-to-Month,Credit Card,1,31,603.89,17944.98,3,4,1
CUST-0245,Umar Health,Enterprise,APAC,Japan,2025-01-21,Month-to-Month,Automated ACH,1,20,2112.14,41776.53,5,4,0
CUST-0246,Liam Enterprises,Mid-Market,North America,Canada,2025-09-28,Month-to-Month,Bank Wire,1,11,1315.02,14391.22,2,4,1
CUST-0247,Siddharth Dynamics,Enterprise,North America,United States,2023-09-16,Month-to-Month,Credit Card,1,36,2192.31,78017.42,2,3,1
CUST-0248,Julian Media,SMB,North America,United States,2023-09-16,Two-Year,Automated ACH,1,36,588.56,20488.07,1,5,0
CUST-0249,Mei Logistics,Mid-Market,North America,Canada,2025-08-19,Month-to-Month,Credit Card,1,13,954.71,12391.66,2,4,1
CUST-0250,Carlos Capital,SMB,North America,United States,2024-09-12,One-Year,Bank Wire,1,24,502.0,11812.65,4,5,0
CUST-0251,Mei Capital,SMB,APAC,South Korea,2025-04-15,Month-to-Month,Credit Card,0,17,620.52,10708.17,3,3,1
CUST-0252,Umar Logistics,Mid-Market,North America,United States,2025-03-21,Two-Year,Automated ACH,1,18,933.04,17122.15,5,4,0
CUST-0253,Patrick Systems,Mid-Market,APAC,Australia,2025-01-30,Month-to-Month,Bank Wire,1,19,1056.4,20256.71,2,2,1
CUST-0254,Siddharth Logistics,Startup,EMEA,United Kingdom,2025-03-12,Two-Year,Bank Wire,1,18,250.31,4654.84,1,3,0
CUST-0255,Carlos Media,SMB,EMEA,Germany,2025-09-15,Month-to-Month,Bank Wire,1,12,298.11,3533.32,2,4,0
CUST-0256,Olga Systems,Mid-Market,EMEA,Netherlands,2025-04-03,Month-to-Month,Bank Wire,0,17,942.39,16343.66,4,3,1
CUST-0257,Siddharth Systems,Enterprise,EMEA,United Kingdom,2026-02-12,One-Year,Bank Wire,1,7,2305.78,15404.93,5,4,0
CUST-0258,Vivienne Media,Startup,LATAM,Mexico,2024-10-14,Month-to-Month,Bank Wire,1,23,222.34,5240.06,1,2,1
CUST-0259,Siddharth Systems,Mid-Market,EMEA,Germany,2025-08-11,Month-to-Month,Credit Card,1,13,1074.01,13474.5,0,4,1
CUST-0260,Alexander Solutions,Startup,North America,Canada,2024-10-25,Month-to-Month,Automated ACH,1,23,269.89,6090.7,2,5,0
CUST-0261,Olga Ventures,Mid-Market,EMEA,France,2024-09-13,One-Year,Credit Card,1,24,978.74,22420.23,1,4,0
CUST-0262,Xavier Enterprises,SMB,North America,Canada,2026-03-30,One-Year,Automated ACH,1,5,397.71,1991.73,1,4,0
CUST-0263,Siddharth Logistics,Startup,North America,Canada,2025-11-14,One-Year,Credit Card,1,10,293.63,2982.49,3,4,0
CUST-0264,Mei Technologies,Mid-Market,APAC,Singapore,2025-03-13,Month-to-Month,Credit Card,1,18,1383.82,25537.27,4,2,1
CUST-0265,Carlos Systems,Mid-Market,North America,United States,2023-09-27,Month-to-Month,Bank Wire,0,36,904.62,32656.58,1,5,1
CUST-0266,Vivienne Capital,SMB,EMEA,Netherlands,2025-04-14,Month-to-Month,Credit Card,1,17,513.15,8874.98,0,5,0
CUST-0267,Julian Systems,Mid-Market,EMEA,Germany,2023-09-26,Month-to-Month,Bank Wire,1,36,766.68,27630.36,3,3,0
CUST-0268,Nathan Systems,Mid-Market,North America,Canada,2023-09-18,One-Year,Credit Card,1,36,1008.5,38120.94,1,4,0
CUST-0269,Siddharth Logistics,Enterprise,EMEA,Germany,2024-12-12,One-Year,Automated ACH,0,21,2165.01,45395.23,1,3,0
CUST-0270,Gabriella Media,SMB,LATAM,Chile,2026-04-07,One-Year,Credit Card,0,5,421.25,2103.87,2,4,0
CUST-0271,Carlos Systems,Mid-Market,North America,United States,2023-10-25,Month-to-Month,Bank Wire,1,35,795.15,28012.96,2,2,1
CUST-0272,Zara Solutions,SMB,EMEA,United Kingdom,2023-09-25,One-Year,Automated ACH,1,36,470.29,17476.63,2,3,0
CUST-0273,Beatrice Solutions,Enterprise,EMEA,Netherlands,2025-10-02,One-Year,Bank Wire,0,11,2580.72,28245.22,1,2,0
CUST-0274,Liam Enterprises,SMB,North America,United States,2025-04-18,Month-to-Month,Credit Card,1,17,539.18,9497.0,2,5,1
CUST-0275,Umar Media,SMB,North America,United States,2023-09-27,One-Year,Credit Card,1,36,328.26,11931.82,5,3,0
CUST-0276,Feng Capital,Mid-Market,LATAM,Mexico,2024-08-20,Two-Year,Credit Card,0,25,1075.33,27730.56,4,3,0
CUST-0277,Evelyn Media,Startup,LATAM,Mexico,2024-03-27,One-Year,Bank Wire,1,30,217.36,6404.79,5,4,0
CUST-0278,Hassan Media,SMB,EMEA,France,2024-03-19,Month-to-Month,Credit Card,0,30,434.02,12490.78,4,4,0
CUST-0279,Rania Health,Mid-Market,EMEA,France,2024-03-16,Month-to-Month,Bank Wire,1,30,517.8,15895.51,1,5,0
CUST-0280,Yuki Solutions,Startup,EMEA,France,2025-03-01,One-Year,Bank Wire,1,18,231.55,4047.8,2,3,0
CUST-0281,Ingrid Capital,Mid-Market,APAC,Australia,2025-06-20,One-Year,Credit Card,1,15,1269.61,19391.8,3,5,0
CUST-0282,Beatrice Technologies,Enterprise,North America,Canada,2024-01-26,Month-to-Month,Bank Wire,0,32,2339.17,72625.19,0,5,0
CUST-0283,Xavier Logistics,Enterprise,APAC,Australia,2025-02-16,Month-to-Month,Bank Wire,1,19,1905.02,36790.83,0,3,0
CUST-0284,Vivienne Logistics,SMB,North America,Canada,2025-04-01,Month-to-Month,Credit Card,1,17,296.62,4790.96,0,4,0
CUST-0285,Patrick Enterprises,Mid-Market,North America,United States,2024-02-16,Month-to-Month,Credit Card,1,31,1285.64,41800.37,0,2,1
CUST-0286,Nathan Logistics,Mid-Market,EMEA,Germany,2025-08-30,One-Year,Bank Wire,1,12,1264.24,14866.33,2,4,0
CUST-0287,Mei Logistics,Enterprise,EMEA,Germany,2024-11-08,Month-to-Month,Credit Card,1,22,2309.84,51946.8,1,4,1
CUST-0288,Vivienne Logistics,SMB,LATAM,Chile,2023-09-27,Month-to-Month,Bank Wire,1,36,397.44,14436.0,3,4,0
CUST-0289,Mei Capital,SMB,LATAM,Mexico,2023-09-26,Month-to-Month,Bank Wire,1,36,673.53,24489.57,2,3,0
CUST-0290,Umar Health,SMB,APAC,Japan,2025-05-04,Two-Year,Bank Wire,1,16,383.38,5943.09,0,5,0
CUST-0291,Mei Health,Mid-Market,EMEA,Germany,2025-04-22,Month-to-Month,Credit Card,1,17,1130.73,19969.63,0,5,0
CUST-0292,Alexander Capital,Mid-Market,LATAM,Brazil,2025-10-04,Month-to-Month,Credit Card,1,11,833.52,9142.14,4,3,0
CUST-0293,Zara Enterprises,Enterprise,North America,United States,2024-07-23,Month-to-Month,Bank Wire,1,26,2159.12,56174.23,3,4,0
CUST-0294,Vivienne Dynamics,SMB,APAC,South Korea,2025-09-20,One-Year,Credit Card,1,12,364.51,4191.98,0,5,0
CUST-0295,Carlos Dynamics,Mid-Market,LATAM,Brazil,2025-05-13,One-Year,Automated ACH,1,16,1127.68,18301.17,3,3,0
CUST-0296,Julian Media,Enterprise,EMEA,Germany,2025-12-19,Two-Year,Bank Wire,1,9,2020.51,17375.43,3,5,0
CUST-0297,William Logistics,SMB,North America,United States,2025-04-20,One-Year,Bank Wire,1,17,479.58,8415.8,2,5,0
CUST-0298,Ingrid Logistics,SMB,North America,Canada,2023-12-29,One-Year,Bank Wire,1,33,575.39,18554.91,2,3,0
CUST-0299,Carlos Health,Mid-Market,EMEA,United Kingdom,2026-04-04,Month-to-Month,Credit Card,1,5,1123.57,5543.52,0,2,1
CUST-0300,Ingrid Enterprises,Mid-Market,APAC,Japan,2025-12-05,Month-to-Month,Automated ACH,1,9,1056.83,9079.63,3,1,1
CUST-0301,Liam Media,Startup,LATAM,Brazil,2024-12-25,One-Year,Automated ACH,1,21,274.62,5720.52,3,4,0
CUST-0302,Kavita Ventures,Mid-Market,North America,Canada,2024-10-25,One-Year,Bank Wire,1,23,1294.21,28435.28,2,3,1
CUST-0303,Hassan Dynamics,Enterprise,LATAM,Mexico,2023-09-19,Two-Year,Automated ACH,1,36,1664.83,57454.93,1,4,0
CUST-0304,Olga Technologies,SMB,North America,Canada,2024-09-18,One-Year,Bank Wire,1,24,320.33,8050.68,0,3,0
CUST-0305,Zara Ventures,Enterprise,APAC,Singapore,2025-01-12,Month-to-Month,Credit Card,1,20,1549.3,31585.46,1,4,1
CUST-0306,Alexander Capital,SMB,North America,Canada,2024-11-03,Month-to-Month,Bank Wire,0,22,396.37,8650.22,1,3,0
CUST-0307,Beatrice Logistics,Enterprise,EMEA,United Kingdom,2025-12-14,Two-Year,Credit Card,1,9,2297.62,20414.91,3,4,0
CUST-0308,Yuki Enterprises,SMB,EMEA,Germany,2025-03-14,Month-to-Month,Credit Card,1,18,476.74,8979.68,0,4,1
CUST-0309,Hassan Health,Startup,North America,Canada,2025-11-09,One-Year,Credit Card,1,10,242.99,2374.49,2,3,0
CUST-0310,Carlos Ventures,Enterprise,North America,United States,2024-09-22,Month-to-Month,Bank Wire,1,24,3066.31,72548.56,1,2,1
CUST-0311,Zara Ventures,Mid-Market,EMEA,Netherlands,2026-02-16,Month-to-Month,Automated ACH,1,7,1047.2,7480.46,6,2,1
CUST-0312,Umar Technologies,Enterprise,North America,Canada,2024-06-07,Month-to-Month,Bank Wire,1,27,2275.12,62516.65,6,3,0
CUST-0313,Ingrid Logistics,Startup,North America,Canada,2025-07-07,One-Year,Bank Wire,1,14,271.95,3923.0,3,4,0
CUST-0314,Evelyn Enterprises,Enterprise,North America,United States,2025-12-09,Month-to-Month,Credit Card,1,9,2444.92,22185.43,2,4,1
CUST-0315,Ingrid Enterprises,Enterprise,North America,United States,2024-05-10,Month-to-Month,Bank Wire,0,28,2482.78,71807.45,1,5,1
CUST-0316,Kavita Enterprises,Enterprise,North America,Canada,2025-03-08,Month-to-Month,Credit Card,1,18,2494.7,44378.0,1,4,0
CUST-0317,Nathan Logistics,Mid-Market,North America,United States,2026-01-06,Two-Year,Bank Wire,1,8,782.55,6101.25,5,2,0
CUST-0318,Julian Solutions,Enterprise,North America,Canada,2023-10-25,Month-to-Month,Credit Card,1,35,2205.65,79492.05,1,3,1
CUST-0319,Hassan Dynamics,SMB,APAC,South Korea,2024-09-16,Month-to-Month,Automated ACH,1,24,434.66,10500.33,4,3,1
CUST-0320,Kavita Media,Mid-Market,North America,United States,2023-09-26,Month-to-Month,Automated ACH,1,36,1379.39,51190.75,2,3,0
CUST-0321,Patrick Dynamics,Startup,North America,United States,2025-07-21,Month-to-Month,Bank Wire,1,14,203.82,2936.58,1,1,1
CUST-0322,Yuki Technologies,SMB,APAC,Singapore,2024-09-02,Month-to-Month,Automated ACH,0,24,550.1,12771.62,2,3,0
CUST-0323,Hassan Systems,Startup,North America,Canada,2026-04-20,One-Year,Bank Wire,1,5,264.38,1274.59,0,4,1
CUST-0324,Gabriella Solutions,Mid-Market,EMEA,Germany,2025-06-22,Month-to-Month,Credit Card,1,15,966.21,14461.25,2,4,1
CUST-0325,Kavita Systems,Mid-Market,North America,United States,2024-02-25,Two-Year,Automated ACH,1,31,872.54,25755.57,2,5,0
CUST-0326,Tara Logistics,Startup,APAC,Australia,2025-11-10,One-Year,Credit Card,1,10,285.25,2805.88,5,4,1
CUST-0327,Kavita Logistics,Startup,LATAM,Chile,2023-09-08,One-Year,Credit Card,1,36,267.24,9819.96,3,4,0
CUST-0328,Siddharth Systems,SMB,APAC,Singapore,2026-02-14,Month-to-Month,Credit Card,1,7,418.9,2837.79,2,4,0
CUST-0329,Alexander Systems,Enterprise,North America,United States,2024-04-20,Two-Year,Automated ACH,1,29,2551.51,74478.82,5,3,0
CUST-0330,Patrick Logistics,Mid-Market,North America,United States,2024-04-20,Month-to-Month,Automated ACH,1,29,1309.52,38769.65,3,5,1
CUST-0331,Vivienne Capital,Mid-Market,North America,Canada,2024-02-08,Month-to-Month,Bank Wire,1,31,1268.12,37351.17,0,2,0
CUST-0332,Mei Solutions,Startup,APAC,Singapore,2025-04-10,Two-Year,Bank Wire,1,17,272.53,4785.35,0,4,0
CUST-0333,Tara Ventures,SMB,North America,United States,2024-02-29,Month-to-Month,Bank Wire,0,31,484.1,14368.1,3,3,0
CUST-0334,Feng Media,Mid-Market,North America,United States,2025-11-19,Month-to-Month,Automated ACH,0,10,971.42,9912.86,4,5,0
CUST-0335,Nathan Logistics,Enterprise,EMEA,Netherlands,2024-11-23,Month-to-Month,Automated ACH,1,22,1946.65,43058.04,1,2,1
CUST-0336,Yuki Dynamics,Mid-Market,North America,Canada,2023-09-30,Month-to-Month,Credit Card,0,36,993.91,34541.28,2,2,1
CUST-0337,Liam Technologies,SMB,North America,Canada,2024-10-07,One-Year,Bank Wire,1,23,490.64,10913.26,2,3,0
CUST-0338,Julian Enterprises,Mid-Market,EMEA,United Kingdom,2024-09-15,Month-to-Month,Automated ACH,1,24,1168.07,28431.38,0,4,0
CUST-0339,Mei Logistics,Mid-Market,North America,Canada,2025-03-12,Month-to-Month,Credit Card,1,18,917.0,17062.38,2,2,1
CUST-0340,Tara Technologies,Enterprise,North America,United States,2025-08-12,One-Year,Credit Card,1,13,1834.94,23204.22,3,3,1
CUST-0341,Beatrice Media,Startup,APAC,South Korea,2025-01-04,Two-Year,Credit Card,0,20,258.36,5154.93,3,5,0
CUST-0342,Carlos Media,Mid-Market,APAC,Japan,2025-12-05,One-Year,Credit Card,1,9,877.74,7599.7,3,3,1
CUST-0343,Zara Solutions,Startup,North America,United States,2025-03-01,Month-to-Month,Bank Wire,1,18,262.46,4810.79,3,2,1
CUST-0344,Gabriella Logistics,Mid-Market,APAC,Australia,2024-05-07,Two-Year,Bank Wire,1,28,1322.62,36653.23,3,3,1
CUST-0345,Kavita Health,SMB,EMEA,United Kingdom,2025-10-03,One-Year,Automated ACH,1,11,438.58,4655.35,2,5,1
CUST-0346,Tara Systems,Startup,EMEA,United Kingdom,2025-06-06,One-Year,Automated ACH,0,15,320.57,4991.34,2,5,0
CUST-0347,Nathan Health,SMB,North America,Canada,2024-07-14,Month-to-Month,Bank Wire,1,26,496.0,13036.12,1,3,1
CUST-0348,Xavier Media,SMB,North America,Canada,2025-09-21,One-Year,Automated ACH,0,12,505.25,5772.12,1,5,0
CUST-0349,Julian Health,Startup,North America,Canada,2024-06-08,Month-to-Month,Automated ACH,1,27,270.36,7645.89,2,5,0
CUST-0350,Olga Capital,SMB,North America,Canada,2024-02-28,Month-to-Month,Bank Wire,0,31,435.01,13810.23,3,3,1
CUST-0351,Zara Dynamics,Mid-Market,APAC,Japan,2024-08-23,Month-to-Month,Credit Card,1,25,1242.87,31943.36,2,3,1
CUST-0352,Rania Systems,Startup,North America,United States,2023-09-27,Two-Year,Bank Wire,1,36,225.27,8448.73,1,5,0
CUST-0353,Xavier Ventures,Mid-Market,North America,Canada,2025-08-03,Two-Year,Credit Card,1,13,1100.81,14294.48,1,3,0
CUST-0354,Olga Logistics,SMB,LATAM,Mexico,2023-09-22,Month-to-Month,Automated ACH,1,36,427.4,15895.49,0,4,1
CUST-0355,Carlos Health,Enterprise,North America,United States,2023-12-14,One-Year,Bank Wire,1,33,2334.66,74925.94,1,3,0
CUST-0356,Gabriella Health,Startup,EMEA,United Kingdom,2025-11-27,One-Year,Credit Card,1,9,153.48,1336.18,3,4,0
CUST-0357,Alexander Ventures,SMB,North America,Canada,2025-02-02,One-Year,Credit Card,1,19,476.56,8917.65,3,5,0
CUST-0358,Ingrid Ventures,SMB,EMEA,Netherlands,2026-06-19,One-Year,Credit Card,0,3,483.83,1433.23,5,5,0
CUST-0359,Vivienne Systems,SMB,EMEA,France,2024-04-15,Month-to-Month,Automated ACH,1,29,375.59,11285.85,1,4,1
CUST-0360,Ingrid Health,Startup,North America,United States,2023-09-08,Two-Year,Automated ACH,1,36,237.35,8390.44,1,4,0
CUST-0361,Evelyn Technologies,Mid-Market,EMEA,France,2023-09-20,Month-to-Month,Credit Card,1,36,1185.73,44798.2,0,2,1
CUST-0362,Gabriella Capital,SMB,EMEA,Germany,2025-07-04,One-Year,Automated ACH,1,14,532.73,7463.68,2,5,0
CUST-0363,Feng Dynamics,Mid-Market,North America,United States,2025-09-29,Month-to-Month,Automated ACH,1,11,1205.86,12844.07,4,3,1
CUST-0364,William Capital,Mid-Market,EMEA,Germany,2024-09-04,Two-Year,Credit Card,0,24,902.83,21389.88,2,4,0
CUST-0365,Tara Health,Mid-Market,EMEA,United Kingdom,2025-04-05,One-Year,Automated ACH,1,17,1090.06,19252.67,0,5,0
CUST-0366,Rania Enterprises,Mid-Market,APAC,South Korea,2025-12-08,Month-to-Month,Automated ACH,1,9,1155.57,10088.43,4,5,0
CUST-0367,Nathan Systems,Enterprise,APAC,South Korea,2025-12-29,Month-to-Month,Bank Wire,1,8,2119.62,17782.15,2,5,0
CUST-0368,Kavita Technologies,Mid-Market,North America,Canada,2025-05-31,Month-to-Month,Automated ACH,1,15,1267.99,19521.15,1,2,1
CUST-0369,Carlos Logistics,Mid-Market,EMEA,Netherlands,2025-03-11,Month-to-Month,Bank Wire,1,18,968.67,17214.8,3,3,1
CUST-0370,Alexander Capital,Enterprise,APAC,Singapore,2025-12-21,One-Year,Bank Wire,1,9,1960.52,17370.04,3,2,1
CUST-0371,Evelyn Enterprises,Enterprise,North America,Canada,2025-03-25,Month-to-Month,Bank Wire,1,18,3035.61,55167.55,3,4,0
CUST-0372,Kavita Media,Mid-Market,APAC,Singapore,2023-09-18,Month-to-Month,Bank Wire,0,36,1116.6,41878.69,1,5,0
CUST-0373,Mei Technologies,Mid-Market,North America,United States,2025-08-23,One-Year,Bank Wire,1,13,1204.71,15896.99,7,3,1
CUST-0374,Beatrice Media,SMB,APAC,Australia,2024-07-10,Month-to-Month,Automated ACH,1,26,381.34,10067.1,1,3,1
CUST-0375,Alexander Technologies,Mid-Market,EMEA,Netherlands,2023-11-29,One-Year,Credit Card,1,34,1068.97,37054.41,1,3,0
CUST-0376,Vivienne Technologies,SMB,North America,United States,2023-09-25,One-Year,Credit Card,1,36,396.72,14851.23,3,5,0
CUST-0377,Rania Systems,SMB,North America,United States,2025-09-07,Month-to-Month,Bank Wire,1,12,400.63,4818.69,2,5,0
CUST-0378,Gabriella Capital,Enterprise,EMEA,France,2024-04-13,One-Year,Bank Wire,0,29,1824.03,52000.82,1,5,0
CUST-0379,Alexander Technologies,SMB,EMEA,United Kingdom,2024-07-08,One-Year,Automated ACH,1,26,323.25,8047.35,4,4,0
CUST-0380,Yuki Enterprises,Mid-Market,APAC,Singapore,2024-08-19,Month-to-Month,Bank Wire,1,25,1249.84,32415.04,3,4,1
CUST-0381,Julian Capital,Mid-Market,APAC,Australia,2023-09-30,Month-to-Month,Automated ACH,1,36,981.68,36584.46,2,5,1
CUST-0382,William Logistics,Startup,North America,Canada,2024-03-23,Two-Year,Bank Wire,1,30,298.21,8662.59,6,5,0
CUST-0383,Mei Media,SMB,LATAM,Mexico,2025-12-29,Two-Year,Automated ACH,1,8,405.19,3337.76,4,5,0
CUST-0384,Dmitri Logistics,Startup,EMEA,United Kingdom,2024-04-25,Month-to-Month,Automated ACH,1,29,247.02,7212.97,4,3,1
CUST-0385,Olga Logistics,SMB,EMEA,France,2023-09-12,Two-Year,Credit Card,0,36,537.29,19309.71,1,5,0
CUST-0386,Patrick Enterprises,Enterprise,APAC,South Korea,2023-09-25,One-Year,Bank Wire,0,36,2986.88,107794.54,2,3,0
CUST-0387,Yuki Systems,Startup,EMEA,Germany,2023-09-12,Two-Year,Credit Card,1,36,288.43,10506.25,4,4,0
CUST-0388,Nathan Ventures,Enterprise,EMEA,Netherlands,2025-12-04,Two-Year,Credit Card,1,9,2895.17,27188.35,1,5,1
CUST-0389,Rania Solutions,Enterprise,APAC,Singapore,2025-09-07,Month-to-Month,Bank Wire,1,12,2140.99,25709.68,3,4,1
CUST-0390,Siddharth Media,Enterprise,North America,United States,2025-09-08,One-Year,Credit Card,0,12,2300.25,27456.89,3,5,0
CUST-0391,Dmitri Solutions,Enterprise,APAC,Japan,2024-07-16,Month-to-Month,Credit Card,0,26,2322.15,62137.57,0,3,1
CUST-0392,Umar Health,SMB,APAC,Singapore,2025-02-10,Two-Year,Bank Wire,1,19,309.88,5724.58,0,4,0
CUST-0393,Olga Capital,SMB,EMEA,Netherlands,2026-04-09,One-Year,Bank Wire,1,5,412.51,2005.16,1,3,0
CUST-0394,Kavita Capital,Mid-Market,APAC,Australia,2025-04-14,One-Year,Bank Wire,1,17,1009.69,16547.57,2,4,0
CUST-0395,Xavier Media,Enterprise,North America,United States,2025-01-13,Month-to-Month,Automated ACH,1,20,1864.02,36676.21,2,4,1
CUST-0396,Zara Media,SMB,North America,United States,2023-09-19,Month-to-Month,Credit Card,1,36,442.27,16660.26,0,2,1
CUST-0397,Alexander Dynamics,SMB,APAC,South Korea,2023-10-18,Two-Year,Automated ACH,0,35,405.49,14464.38,3,5,0
CUST-0398,Feng Logistics,Mid-Market,North America,Canada,2024-02-18,Month-to-Month,Credit Card,1,31,1342.32,40564.29,3,4,1
CUST-0399,Mei Capital,SMB,LATAM,Mexico,2025-01-21,Month-to-Month,Credit Card,1,20,588.03,11524.11,3,3,0
CUST-0400,Xavier Dynamics,Mid-Market,APAC,Singapore,2026-05-01,One-Year,Credit Card,0,4,1151.87,4438.23,3,3,0
CUST-0401,Xavier Logistics,SMB,EMEA,France,2023-09-09,Month-to-Month,Credit Card,1,36,355.41,13008.63,1,3,1
CUST-0402,Nathan Dynamics,SMB,North America,Canada,2025-08-07,Month-to-Month,Bank Wire,1,13,480.81,5973.38,2,4,1
CUST-0403,Ingrid Logistics,Mid-Market,LATAM,Chile,2025-06-23,One-Year,Bank Wire,1,15,1336.64,19111.89,3,3,1
