transaction_id,customer_id,product_id,rep_id,transaction_date,quantity,unit_price,discount_pct,gross_amount,total_amount,total_cost,net_profit,payment_status,fulfillment_days,is_anomaly
TXN-13765,CUST-0196,PROD-12,REP-06,2025-05-04 12:34:30,1,899.0,0.0,899.0,899.0,280.0,619.0,Completed,1,0
TXN-13766,CUST-0911,PROD-07,REP-08,2025-05-05 04:37:30,1,1699.0,0.0,1699.0,1699.0,500.0,1199.0,Completed,2,0
TXN-13767,CUST-0866,PROD-01,REP-05,2025-05-05 01:38:30,1,1499.0,0.2,1499.0,1199.2,450.0,749.2,Completed,4,0
TXN-13768,CUST-1074,PROD-03,REP-04,2025-05-05 10:01:30,3,2199.0,0.05,6597.0,6267.15,1950.0,4317.15,Completed,2,0
TXN-13769,CUST-0626,PROD-08,REP-01,2025-05-05 12:25:30,4,699.0,0.05,2796.0,2656.2,800.0,1856.2,Completed,1,0
TXN-13770,CUST-0995,PROD-06,REP-03,2025-05-05 10:20:30,1,1099.0,0.1,1099.0,989.1,310.0,679.1,Refunded,6,0
TXN-13771,CUST-0400,PROD-07,REP-07,2025-05-05 08:19:30,2,1699.0,0.1,3398.0,3058.2,1000.0,2058.2,Processing,4,0
TXN-13772,CUST-0751,PROD-09,REP-07,2025-05-05 08:21:30,2,1299.0,0.15,2598.0,2208.3,780.0,1428.3,Cancelled,3,0
TXN-13773,CUST-0992,PROD-01,REP-03,2025-05-05 04:17:30,3,1499.0,0.0,4497.0,4497.0,1350.0,3147.0,Cancelled,2,0
TXN-13774,CUST-0293,PROD-11,REP-05,2025-05-05 12:19:30,2,299.0,0.0,598.0,598.0,180.0,418.0,Completed,2,0
TXN-13775,CUST-0942,PROD-09,REP-01,2025-05-05 13:06:30,1,1299.0,0.05,1299.0,1234.05,390.0,844.05,Completed,1,0
TXN-13776,CUST-0974,PROD-04,REP-05,2025-05-05 10:41:30,2,499.0,0.0,998.0,998.0,240.0,758.0,Cancelled,3,0
TXN-13777,CUST-0773,PROD-01,REP-03,2025-05-05 02:57:30,1,1499.0,0.0,1499.0,1499.0,450.0,1049.0,Completed,7,0
TXN-13778,CUST-1013,PROD-06,REP-05,2025-05-05 11:00:30,1,1099.0,0.1,1099.0,989.1,310.0,679.1,Completed,2,0
TXN-13779,CUST-0918,PROD-02,REP-05,2025-05-05 01:44:30,1,799.0,0.0,799.0,799.0,220.0,579.0,Cancelled,4,0
TXN-13780,CUST-0606,PROD-12,REP-01,2025-05-05 01:01:30,2,899.0,0.05,1798.0,1708.1,560.0,1148.1,Completed,1,0
TXN-13781,CUST-0603,PROD-09,REP-01,2025-05-05 01:19:30,2,1299.0,0.0,2598.0,2598.0,780.0,1818.0,Completed,3,0
TXN-13782,CUST-0815,PROD-03,REP-01,2025-05-05 07:04:30,3,2199.0,0.0,6597.0,6597.0,1950.0,4647.0,Completed,2,0
TXN-13783,CUST-0505,PROD-07,REP-02,2025-05-05 05:54:30,2,1699.0,0.2,3398.0,2718.4,1000.0,1718.4,Completed,3,0
TXN-13784,CUST-0633,PROD-05,REP-07,2025-05-06 06:07:30,4,599.0,0.0,2396.0,2396.0,720.0,1676.0,Completed,5,0
TXN-13785,CUST-0958,PROD-11,REP-02,2025-05-06 04:59:30,1,299.0,0.0,299.0,299.0,90.0,209.0,Completed,3,0
TXN-13786,CUST-0221,PROD-12,REP-07,2025-05-06 07:19:30,3,899.0,0.0,2697.0,2697.0,840.0,1857.0,Completed,5,0
TXN-13787,CUST-0133,PROD-05,REP-01,2025-05-06 03:00:30,1,599.0,0.05,599.0,569.05,180.0,389.05,Processing,5,0
TXN-13788,CUST-0277,PROD-11,REP-04,2025-05-06 03:40:30,1,299.0,0.1,299.0,269.1,90.0,179.1,Completed,2,0
TXN-13789,CUST-0832,PROD-05,REP-05,2025-05-06 08:02:30,2,599.0,0.0,1198.0,1198.0,360.0,838.0,Completed,6,0
TXN-13790,CUST-0322,PROD-12,REP-03,2025-05-06 02:52:30,3,899.0,0.2,2697.0,2157.6,840.0,1317.6,Completed,3,0
TXN-13791,CUST-0342,PROD-02,REP-07,2025-05-06 05:49:30,2,799.0,0.05,1598.0,1518.1,440.0,1078.1,Completed,3,0
TXN-13792,CUST-1064,PROD-06,REP-01,2025-05-06 01:50:30,2,1099.0,0.0,2198.0,2198.0,620.0,1578.0,Completed,2,0
TXN-13793,CUST-0909,PROD-05,REP-08,2025-05-06 13:26:30,1,599.0,0.1,599.0,539.1,180.0,359.1,Completed,5,0
TXN-13794,CUST-0245,PROD-08,REP-03,2025-05-06 01:55:30,1,699.0,0.05,699.0,664.05,200.0,464.05,Completed,4,0
TXN-13795,CUST-0746,PROD-10,REP-01,2025-05-06 07:35:30,5,449.0,0.0,2245.0,2245.0,750.0,1495.0,Completed,1,0
TXN-13796,CUST-0547,PROD-02,REP-06,2025-05-06 08:31:30,1,799.0,0.0,799.0,799.0,220.0,579.0,Refunded,4,0
TXN-13797,CUST-1119,PROD-11,REP-06,2025-05-06 10:12:30,1,299.0,0.15,299.0,254.15,90.0,164.15,Completed,1,0
TXN-13798,CUST-0818,PROD-06,REP-01,2025-05-06 09:44:30,1,1099.0,0.0,1099.0,1099.0,310.0,789.0,Completed,1,0
TXN-13799,CUST-0709,PROD-06,REP-01,2025-05-06 06:17:30,1,1099.0,0.1,1099.0,989.1,310.0,679.1,Cancelled,3,0
TXN-13800,CUST-0744,PROD-10,REP-01,2025-05-06 13:03:30,1,449.0,0.1,449.0,404.1,150.0,254.1,Completed,2,0
TXN-13801,CUST-0138,PROD-08,REP-01,2025-05-06 05:48:30,3,699.0,0.0,2097.0,2097.0,600.0,1497.0,Completed,2,0
TXN-13802,CUST-0685,PROD-11,REP-03,2025-05-07 13:30:30,1,299.0,0.2,299.0,239.2,90.0,149.2,Completed,5,0
TXN-13803,CUST-0405,PROD-07,REP-08,2025-05-07 02:42:30,3,1699.0,0.0,5097.0,5097.0,1500.0,3597.0,Completed,3,0
TXN-13804,CUST-0305,PROD-06,REP-07,2025-05-07 01:55:30,1,1099.0,0.1,1099.0,989.1,310.0,679.1,Completed,2,0
TXN-13805,CUST-0536,PROD-01,REP-05,2025-05-07 11:25:30,3,1499.0,0.05,4497.0,4272.15,1350.0,2922.15,Processing,1,0
TXN-13806,CUST-0553,PROD-03,REP-02,2025-05-07 00:41:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,3,0
TXN-13807,CUST-0090,PROD-04,REP-06,2025-05-07 08:52:30,1,499.0,0.1,499.0,449.1,120.0,329.1,Completed,4,0
TXN-13808,CUST-0245,PROD-07,REP-03,2025-05-07 11:23:30,2,1699.0,0.0,3398.0,3398.0,1000.0,2398.0,Refunded,4,0
TXN-13809,CUST-0030,PROD-06,REP-01,2025-05-07 03:35:30,2,1099.0,0.1,2198.0,1978.2,620.0,1358.2,Completed,2,0
TXN-13810,CUST-1041,PROD-09,REP-02,2025-05-07 00:56:30,1,1299.0,0.0,1299.0,1299.0,390.0,909.0,Completed,1,0
TXN-13811,CUST-0052,PROD-01,REP-08,2025-05-07 12:28:30,2,1499.0,0.05,2998.0,2848.1,900.0,1948.1,Completed,5,0
TXN-13812,CUST-0772,PROD-06,REP-03,2025-05-07 00:56:30,5,1099.0,0.05,5495.0,5220.25,1550.0,3670.25,Completed,1,0
TXN-13813,CUST-0078,PROD-02,REP-03,2025-05-07 07:26:30,3,799.0,0.2,2397.0,1917.6,660.0,1257.6,Completed,2,0
TXN-13814,CUST-1165,PROD-07,REP-05,2025-05-07 12:01:30,1,1699.0,0.0,1699.0,1699.0,500.0,1199.0,Completed,4,0
TXN-13815,CUST-0596,PROD-08,REP-08,2025-05-07 03:33:30,3,699.0,0.1,2097.0,1887.3,600.0,1287.3,Completed,4,0
TXN-13816,CUST-0711,PROD-07,REP-01,2025-05-07 01:44:30,3,1699.0,0.0,5097.0,5097.0,1500.0,3597.0,Completed,1,0
TXN-13817,CUST-1043,PROD-10,REP-05,2025-05-07 05:14:30,4,449.0,0.05,1796.0,1706.2,600.0,1106.2,Completed,6,0
TXN-13818,CUST-0010,PROD-01,REP-01,2025-05-07 02:59:30,1,1499.0,0.0,1499.0,1499.0,450.0,1049.0,Completed,2,0
TXN-13819,CUST-0757,PROD-11,REP-07,2025-05-07 12:02:30,1,299.0,0.05,299.0,284.05,90.0,194.05,Completed,3,0
TXN-13820,CUST-0801,PROD-08,REP-06,2025-05-07 13:01:30,3,699.0,0.15,2097.0,1782.45,600.0,1182.45,Completed,3,0
TXN-13821,CUST-0585,PROD-01,REP-05,2025-05-07 03:36:30,1,1499.0,0.15,1499.0,1274.15,450.0,824.15,Completed,4,0
TXN-13822,CUST-0596,PROD-07,REP-04,2025-05-07 13:00:30,1,1699.0,0.0,1699.0,1699.0,500.0,1199.0,Completed,4,0
TXN-13823,CUST-1155,PROD-04,REP-07,2025-05-08 12:20:30,3,499.0,0.0,1497.0,1497.0,360.0,1137.0,Completed,2,0
TXN-13824,CUST-0967,PROD-05,REP-01,2025-05-08 03:36:30,4,599.0,0.2,2396.0,1916.8,720.0,1196.8,Completed,1,0
TXN-13825,CUST-0522,PROD-03,REP-01,2025-05-08 07:59:30,1,2199.0,0.1,2199.0,1979.1,650.0,1329.1,Completed,1,0
TXN-13826,CUST-0744,PROD-05,REP-05,2025-05-08 09:58:30,1,599.0,0.0,599.0,599.0,180.0,419.0,Completed,3,0
TXN-13827,CUST-0662,PROD-10,REP-01,2025-05-08 01:19:30,1,449.0,0.1,449.0,404.1,150.0,254.1,Completed,1,0
TXN-13828,CUST-0556,PROD-03,REP-07,2025-05-08 03:58:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,3,0
TXN-13829,CUST-1045,PROD-10,REP-01,2025-05-08 10:09:30,1,449.0,0.0,449.0,449.0,150.0,299.0,Completed,4,0
TXN-13830,CUST-0402,PROD-06,REP-01,2025-05-08 07:14:30,2,1099.0,0.05,2198.0,2088.1,620.0,1468.1,Completed,3,0
TXN-13831,CUST-0335,PROD-04,REP-02,2025-05-08 08:02:30,1,499.0,0.0,499.0,499.0,120.0,379.0,Completed,2,0
TXN-13832,CUST-0473,PROD-02,REP-06,2025-05-08 07:56:30,2,799.0,0.05,1598.0,1518.1,440.0,1078.1,Completed,2,0
TXN-13833,CUST-0695,PROD-09,REP-06,2025-05-08 12:57:30,3,1299.0,0.1,3897.0,3507.3,1170.0,2337.3,Completed,6,0
TXN-13834,CUST-0275,PROD-02,REP-01,2025-05-08 13:34:30,3,799.0,0.0,2397.0,2397.0,660.0,1737.0,Completed,3,0
TXN-13835,CUST-0267,PROD-06,REP-06,2025-05-08 01:01:30,3,1099.0,0.0,3297.0,3297.0,930.0,2367.0,Completed,1,0
TXN-13836,CUST-1171,PROD-05,REP-05,2025-05-08 11:23:30,2,599.0,0.1,1198.0,1078.2,360.0,718.2,Completed,1,0
TXN-13837,CUST-0578,PROD-10,REP-01,2025-05-08 04:41:30,1,449.0,0.05,449.0,426.55,150.0,276.55,Completed,4,0
TXN-13838,CUST-0254,PROD-11,REP-06,2025-05-09 04:22:30,3,299.0,0.15,897.0,762.45,270.0,492.45,Completed,1,0
TXN-13839,CUST-0870,PROD-11,REP-07,2025-05-09 10:38:30,2,299.0,0.05,598.0,568.1,180.0,388.1,Completed,2,0
TXN-13840,CUST-0279,PROD-12,REP-02,2025-05-09 11:15:30,4,899.0,0.0,3596.0,3596.0,1120.0,2476.0,Completed,3,0
TXN-13841,CUST-1130,PROD-09,REP-03,2025-05-09 04:35:30,1,1299.0,0.05,1299.0,1234.05,390.0,844.05,Completed,3,0
TXN-13842,CUST-0037,PROD-11,REP-01,2025-05-09 03:00:30,2,299.0,0.0,598.0,598.0,180.0,418.0,Completed,3,0
TXN-13843,CUST-0709,PROD-04,REP-01,2025-05-09 10:23:30,3,499.0,0.05,1497.0,1422.15,360.0,1062.15,Completed,5,0
TXN-13844,CUST-0434,PROD-10,REP-02,2025-05-09 02:55:30,1,449.0,0.0,449.0,449.0,150.0,299.0,Completed,1,0
TXN-13845,CUST-0977,PROD-03,REP-06,2025-05-09 13:06:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,4,0
TXN-13846,CUST-0338,PROD-11,REP-02,2025-05-09 05:38:30,3,299.0,0.05,897.0,852.15,270.0,582.15,Completed,6,0
TXN-13847,CUST-0578,PROD-07,REP-05,2025-05-09 01:41:30,8,1699.0,0.0,13592.0,13592.0,4000.0,9592.0,Completed,2,0
TXN-13848,CUST-1193,PROD-12,REP-05,2025-05-09 08:49:30,3,899.0,0.0,2697.0,2697.0,840.0,1857.0,Completed,2,0
TXN-13849,CUST-0033,PROD-08,REP-06,2025-05-09 04:46:30,1,699.0,0.05,699.0,664.05,200.0,464.05,Completed,3,0
TXN-13850,CUST-1148,PROD-06,REP-01,2025-05-09 10:24:30,2,1099.0,0.1,2198.0,1978.2,620.0,1358.2,Completed,3,0
TXN-13851,CUST-0115,PROD-10,REP-06,2025-05-09 13:05:30,2,449.0,0.05,898.0,853.1,300.0,553.1,Completed,4,0
TXN-13852,CUST-1078,PROD-04,REP-06,2025-05-09 09:46:30,1,499.0,0.05,499.0,474.05,120.0,354.05,Completed,2,0
TXN-13853,CUST-0835,PROD-07,REP-01,2025-05-09 05:54:30,2,1699.0,0.05,3398.0,3228.1,1000.0,2228.1,Completed,3,0
TXN-13854,CUST-0912,PROD-09,REP-05,2025-05-09 05:01:30,2,1299.0,0.0,2598.0,2598.0,780.0,1818.0,Processing,1,0
TXN-13855,CUST-0890,PROD-12,REP-02,2025-05-09 10:08:30,1,899.0,0.15,899.0,764.15,280.0,484.15,Completed,3,0
TXN-13856,CUST-0596,PROD-10,REP-08,2025-05-09 09:55:30,1,449.0,0.2,449.0,359.2,150.0,209.2,Completed,3,0
TXN-13857,CUST-0898,PROD-04,REP-03,2025-05-09 08:56:30,5,499.0,0.0,2495.0,2495.0,600.0,1895.0,Completed,6,0
TXN-13858,CUST-0576,PROD-04,REP-05,2025-05-09 02:14:30,2,499.0,0.05,998.0,948.1,240.0,708.1,Completed,4,0
TXN-13859,CUST-1035,PROD-06,REP-07,2025-05-10 10:47:30,1,1099.0,0.15,1099.0,934.15,310.0,624.15,Refunded,3,0
TXN-13860,CUST-0952,PROD-12,REP-01,2025-05-10 08:18:30,2,899.0,0.05,1798.0,1708.1,560.0,1148.1,Completed,3,0
TXN-13861,CUST-0042,PROD-09,REP-02,2025-05-10 12:43:30,2,1299.0,0.0,2598.0,2598.0,780.0,1818.0,Completed,3,0
TXN-13862,CUST-0524,PROD-09,REP-01,2025-05-10 02:22:30,3,1299.0,0.05,3897.0,3702.15,1170.0,2532.15,Completed,3,0
TXN-13863,CUST-0655,PROD-06,REP-02,2025-05-10 06:46:30,2,1099.0,0.05,2198.0,2088.1,620.0,1468.1,Completed,4,0
TXN-13864,CUST-0088,PROD-08,REP-08,2025-05-10 10:24:30,1,699.0,0.05,699.0,664.05,200.0,464.05,Completed,1,0
TXN-13865,CUST-1048,PROD-01,REP-04,2025-05-10 12:35:30,2,1499.0,0.05,2998.0,2848.1,900.0,1948.1,Completed,2,0
TXN-13866,CUST-0376,PROD-03,REP-05,2025-05-10 12:05:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,1,0
TXN-13867,CUST-0808,PROD-06,REP-06,2025-05-10 10:53:30,2,1099.0,0.0,2198.0,2198.0,620.0,1578.0,Completed,2,0
TXN-13868,CUST-0092,PROD-02,REP-06,2025-05-10 08:47:30,42,799.0,0.15,33558.0,28524.3,9240.0,19284.3,Completed,3,1
TXN-13869,CUST-0680,PROD-03,REP-01,2025-05-10 03:22:30,2,2199.0,0.1,4398.0,3958.2,1300.0,2658.2,Completed,3,0
TXN-13870,CUST-0671,PROD-07,REP-02,2025-05-11 12:50:30,2,1699.0,0.05,3398.0,3228.1,1000.0,2228.1,Completed,1,0
TXN-13871,CUST-0436,PROD-12,REP-05,2025-05-11 08:03:30,3,899.0,0.0,2697.0,2697.0,840.0,1857.0,Completed,3,0
TXN-13872,CUST-1090,PROD-06,REP-07,2025-05-11 12:56:30,1,1099.0,0.05,1099.0,1044.05,310.0,734.05,Completed,4,0
TXN-13873,CUST-0897,PROD-05,REP-02,2025-05-11 12:16:30,1,599.0,0.15,599.0,509.15,180.0,329.15,Completed,1,0
TXN-13874,CUST-0374,PROD-07,REP-03,2025-05-11 11:15:30,1,1699.0,0.05,1699.0,1614.05,500.0,1114.05,Completed,1,0
TXN-13875,CUST-0542,PROD-07,REP-05,2025-05-11 01:05:30,4,1699.0,0.2,6796.0,5436.8,2000.0,3436.8,Completed,5,0
TXN-13876,CUST-0560,PROD-03,REP-05,2025-05-11 08:28:30,3,2199.0,0.1,6597.0,5937.3,1950.0,3987.3,Completed,2,0
TXN-13877,CUST-0349,PROD-04,REP-05,2025-05-11 07:42:30,1,499.0,0.0,499.0,499.0,120.0,379.0,Completed,7,0
TXN-13878,CUST-0104,PROD-03,REP-03,2025-05-12 04:25:30,1,2199.0,0.0,2199.0,2199.0,650.0,1549.0,Refunded,5,0
TXN-13879,CUST-0296,PROD-06,REP-06,2025-05-12 09:58:30,2,1099.0,0.05,2198.0,2088.1,620.0,1468.1,Completed,2,0
TXN-13880,CUST-0656,PROD-08,REP-01,2025-05-12 07:48:30,5,699.0,0.1,3495.0,3145.5,1000.0,2145.5,Completed,4,0
TXN-13881,CUST-0361,PROD-11,REP-02,2025-05-12 11:06:30,2,299.0,0.1,598.0,538.2,180.0,358.2,Completed,5,0
TXN-13882,CUST-0851,PROD-03,REP-02,2025-05-12 05:21:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,2,0
TXN-13883,CUST-0420,PROD-11,REP-07,2025-05-12 11:25:30,4,299.0,0.0,1196.0,1196.0,360.0,836.0,Completed,3,0
TXN-13884,CUST-0904,PROD-07,REP-05,2025-05-12 03:30:30,2,1699.0,0.0,3398.0,3398.0,1000.0,2398.0,Completed,2,0
TXN-13885,CUST-1195,PROD-02,REP-05,2025-05-12 12:37:30,2,799.0,0.1,1598.0,1438.2,440.0,998.2,Completed,1,0
TXN-13886,CUST-0034,PROD-11,REP-01,2025-05-12 06:48:30,1,299.0,0.0,299.0,299.0,90.0,209.0,Completed,5,0
TXN-13887,CUST-0111,PROD-11,REP-08,2025-05-12 02:25:30,1,299.0,0.0,299.0,299.0,90.0,209.0,Completed,2,0
TXN-13888,CUST-0114,PROD-09,REP-05,2025-05-12 08:30:30,1,1299.0,0.0,1299.0,1299.0,390.0,909.0,Completed,3,0
TXN-13889,CUST-0401,PROD-12,REP-06,2025-05-12 13:30:30,2,899.0,0.05,1798.0,1708.1,560.0,1148.1,Completed,5,0
TXN-13890,CUST-0328,PROD-11,REP-07,2025-05-12 06:58:30,4,299.0,0.1,1196.0,1076.4,360.0,716.4,Completed,5,0
TXN-13891,CUST-1115,PROD-08,REP-05,2025-05-12 10:22:30,2,699.0,0.05,1398.0,1328.1,400.0,928.1,Completed,2,0
TXN-13892,CUST-1198,PROD-08,REP-04,2025-05-13 05:08:30,1,699.0,0.0,699.0,699.0,200.0,499.0,Completed,1,0
TXN-13893,CUST-0197,PROD-05,REP-05,2025-05-13 09:59:30,2,599.0,0.0,1198.0,1198.0,360.0,838.0,Completed,1,0
TXN-13894,CUST-0102,PROD-10,REP-01,2025-05-13 07:35:30,1,449.0,0.1,449.0,404.1,150.0,254.1,Completed,1,0
TXN-13895,CUST-0801,PROD-08,REP-02,2025-05-13 03:43:30,3,699.0,0.0,2097.0,2097.0,600.0,1497.0,Completed,4,0
TXN-13896,CUST-1117,PROD-02,REP-08,2025-05-13 04:02:30,1,799.0,0.0,799.0,799.0,220.0,579.0,Completed,3,0
TXN-13897,CUST-0139,PROD-03,REP-06,2025-05-13 12:13:30,2,2199.0,0.05,4398.0,4178.1,1300.0,2878.1,Completed,1,0
TXN-13898,CUST-0848,PROD-08,REP-01,2025-05-13 09:57:30,1,699.0,0.2,699.0,559.2,200.0,359.2,Completed,1,0
TXN-13899,CUST-0321,PROD-04,REP-01,2025-05-13 09:13:30,2,499.0,0.0,998.0,998.0,240.0,758.0,Completed,3,0
TXN-13900,CUST-1140,PROD-11,REP-06,2025-05-13 08:55:30,4,299.0,0.7,1196.0,358.8,360.0,-1.2,Completed,5,1
TXN-13901,CUST-0303,PROD-10,REP-04,2025-05-13 03:24:30,4,449.0,0.1,1796.0,1616.4,600.0,1016.4,Completed,6,0
TXN-13902,CUST-0899,PROD-02,REP-05,2025-05-13 03:09:30,1,799.0,0.1,799.0,719.1,220.0,499.1,Completed,1,0
TXN-13903,CUST-0840,PROD-08,REP-05,2025-05-13 10:16:30,5,699.0,0.0,3495.0,3495.0,1000.0,2495.0,Completed,1,0
TXN-13904,CUST-0545,PROD-05,REP-06,2025-05-13 12:06:30,2,599.0,0.0,1198.0,1198.0,360.0,838.0,Completed,6,0
TXN-13905,CUST-1065,PROD-02,REP-02,2025-05-13 03:32:30,3,799.0,0.15,2397.0,2037.45,660.0,1377.45,Completed,2,0
TXN-13906,CUST-0101,PROD-09,REP-01,2025-05-13 08:57:30,2,1299.0,0.0,2598.0,2598.0,780.0,1818.0,Completed,2,0
TXN-13907,CUST-0053,PROD-09,REP-06,2025-05-13 06:23:30,1,1299.0,0.0,1299.0,1299.0,390.0,909.0,Completed,1,0
TXN-13908,CUST-1152,PROD-08,REP-08,2025-05-13 01:35:30,2,699.0,0.1,1398.0,1258.2,400.0,858.2,Completed,2,0
TXN-13909,CUST-0163,PROD-08,REP-03,2025-05-14 08:02:30,2,699.0,0.1,1398.0,1258.2,400.0,858.2,Completed,5,0
TXN-13910,CUST-0398,PROD-11,REP-05,2025-05-14 06:59:30,1,299.0,0.1,299.0,269.1,90.0,179.1,Completed,1,0
TXN-13911,CUST-0616,PROD-08,REP-07,2025-05-14 03:49:30,1,699.0,0.05,699.0,664.05,200.0,464.05,Cancelled,1,0
TXN-13912,CUST-1183,PROD-03,REP-02,2025-05-14 04:05:30,3,2199.0,0.15,6597.0,5607.45,1950.0,3657.45,Completed,5,0
TXN-13913,CUST-0235,PROD-06,REP-01,2025-05-14 03:07:30,1,1099.0,0.0,1099.0,1099.0,310.0,789.0,Completed,4,0
TXN-13914,CUST-1022,PROD-05,REP-01,2025-05-14 09:31:30,8,599.0,0.0,4792.0,4792.0,1440.0,3352.0,Cancelled,2,0
TXN-13915,CUST-0594,PROD-06,REP-02,2025-05-14 02:13:30,4,1099.0,0.0,4396.0,4396.0,1240.0,3156.0,Completed,7,0
TXN-13916,CUST-0055,PROD-11,REP-05,2025-05-14 13:01:30,2,299.0,0.0,598.0,598.0,180.0,418.0,Completed,4,0
TXN-13917,CUST-0997,PROD-04,REP-05,2025-05-14 06:12:30,5,499.0,0.0,2495.0,2495.0,600.0,1895.0,Completed,6,0
TXN-13918,CUST-0650,PROD-10,REP-01,2025-05-14 09:23:30,2,449.0,0.0,898.0,898.0,300.0,598.0,Completed,3,0
TXN-13919,CUST-0797,PROD-06,REP-05,2025-05-14 11:49:30,1,1099.0,0.0,1099.0,1099.0,310.0,789.0,Completed,2,0
TXN-13920,CUST-0923,PROD-09,REP-05,2025-05-14 06:08:30,3,1299.0,0.05,3897.0,3702.15,1170.0,2532.15,Completed,2,0
TXN-13921,CUST-0742,PROD-02,REP-05,2025-05-14 11:30:30,1,799.0,0.1,799.0,719.1,220.0,499.1,Completed,1,0
TXN-13922,CUST-0541,PROD-02,REP-06,2025-05-14 04:51:30,4,799.0,0.0,3196.0,3196.0,880.0,2316.0,Completed,4,0
TXN-13923,CUST-0981,PROD-08,REP-07,2025-05-14 02:56:30,2,699.0,0.0,1398.0,1398.0,400.0,998.0,Completed,2,0
TXN-13924,CUST-0291,PROD-09,REP-02,2025-05-14 02:40:30,1,1299.0,0.0,1299.0,1299.0,390.0,909.0,Completed,3,0
TXN-13925,CUST-0167,PROD-06,REP-05,2025-05-14 02:25:30,1,1099.0,0.05,1099.0,1044.05,310.0,734.05,Completed,2,0
TXN-13926,CUST-0384,PROD-11,REP-02,2025-05-14 03:43:30,3,299.0,0.15,897.0,762.45,270.0,492.45,Completed,3,0
TXN-13927,CUST-0588,PROD-12,REP-06,2025-05-14 00:55:30,1,899.0,0.0,899.0,899.0,280.0,619.0,Completed,1,0
TXN-13928,CUST-0067,PROD-12,REP-05,2025-05-14 05:53:30,2,899.0,0.05,1798.0,1708.1,560.0,1148.1,Completed,3,0
TXN-13929,CUST-0838,PROD-11,REP-02,2025-05-14 02:53:30,3,299.0,0.0,897.0,897.0,270.0,627.0,Processing,1,0
TXN-13930,CUST-0480,PROD-01,REP-02,2025-05-14 04:14:30,3,1499.0,0.1,4497.0,4047.3,1350.0,2697.3,Completed,2,0
TXN-13931,CUST-0399,PROD-10,REP-08,2025-05-14 03:58:30,5,449.0,0.0,2245.0,2245.0,750.0,1495.0,Completed,2,0
TXN-13932,CUST-1110,PROD-10,REP-01,2025-05-14 10:17:30,1,449.0,0.1,449.0,404.1,150.0,254.1,Completed,3,0
TXN-13933,CUST-0246,PROD-01,REP-05,2025-05-14 12:20:30,2,1499.0,0.05,2998.0,2848.1,900.0,1948.1,Completed,1,0
TXN-13934,CUST-0964,PROD-12,REP-01,2025-05-14 06:15:30,3,899.0,0.2,2697.0,2157.6,840.0,1317.6,Completed,2,0
TXN-13935,CUST-0098,PROD-08,REP-05,2025-05-15 06:50:30,1,699.0,0.05,699.0,664.05,200.0,464.05,Completed,5,0
TXN-13936,CUST-0896,PROD-07,REP-05,2025-05-15 04:30:30,1,1699.0,0.0,1699.0,1699.0,500.0,1199.0,Completed,1,0
TXN-13937,CUST-0668,PROD-01,REP-06,2025-05-15 08:07:30,3,1499.0,0.1,4497.0,4047.3,1350.0,2697.3,Completed,1,0
TXN-13938,CUST-0746,PROD-08,REP-01,2025-05-15 04:52:30,2,699.0,0.05,1398.0,1328.1,400.0,928.1,Completed,1,0
TXN-13939,CUST-0056,PROD-01,REP-03,2025-05-15 10:32:30,4,1499.0,0.05,5996.0,5696.2,1800.0,3896.2,Completed,1,0
TXN-13940,CUST-0829,PROD-03,REP-06,2025-05-15 11:44:30,1,2199.0,0.0,2199.0,2199.0,650.0,1549.0,Completed,6,0
TXN-13941,CUST-0682,PROD-11,REP-05,2025-05-15 03:36:30,1,299.0,0.0,299.0,299.0,90.0,209.0,Completed,4,0
TXN-13942,CUST-0906,PROD-04,REP-06,2025-05-15 02:04:30,2,499.0,0.1,998.0,898.2,240.0,658.2,Cancelled,1,0
TXN-13943,CUST-0338,PROD-11,REP-06,2025-05-15 13:03:30,70,299.0,0.15,20930.0,17790.5,6300.0,11490.5,Completed,2,1
TXN-13944,CUST-1133,PROD-11,REP-06,2025-05-15 10:25:30,1,299.0,0.05,299.0,284.05,90.0,194.05,Completed,3,0
TXN-13945,CUST-0675,PROD-04,REP-07,2025-05-15 01:06:30,2,499.0,0.1,998.0,898.2,240.0,658.2,Completed,2,0
TXN-13946,CUST-0694,PROD-03,REP-07,2025-05-15 12:00:30,1,2199.0,0.0,2199.0,2199.0,650.0,1549.0,Completed,1,0
TXN-13947,CUST-0929,PROD-06,REP-01,2025-05-15 05:37:30,1,1099.0,0.0,1099.0,1099.0,310.0,789.0,Completed,3,0
TXN-13948,CUST-0919,PROD-02,REP-01,2025-05-15 10:01:30,3,799.0,0.05,2397.0,2277.15,660.0,1617.15,Completed,1,0
TXN-13949,CUST-1133,PROD-01,REP-06,2025-05-15 08:50:30,3,1499.0,0.0,4497.0,4497.0,1350.0,3147.0,Completed,1,0
TXN-13950,CUST-0684,PROD-08,REP-01,2025-05-15 09:34:30,2,699.0,0.1,1398.0,1258.2,400.0,858.2,Completed,1,0
